Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,RoundNumber
0 days 00:16:34.741000,HUL,27,0 days 00:01:17.022000,2.0,1.0,,,0 days 00:00:24.406000,0 days 00:00:26.643000,0 days 00:00:25.973000,0 days 00:15:42.125000,0 days 00:16:08.768000,0 days 00:16:34.741000,227.0,261.0,276.0,299.0,True,SOFT,2.0,True,Kick Sauber,0 days 00:15:17.719000,,1,,,,False,True,7
0 days 00:36:48.704000,HUL,27,0 days 00:01:16.518000,5.0,2.0,,,0 days 00:00:24.186000,0 days 00:00:26.589000,0 days 00:00:25.743000,0 days 00:35:56.372000,0 days 00:36:22.961000,0 days 00:36:48.704000,230.0,259.0,281.0,299.0,True,SOFT,2.0,True,Kick Sauber,0 days 00:35:32.186000,,1,,,,False,True,7
0 days 00:45:15.131000,HUL,27,0 days 00:01:16.819000,8.0,3.0,,,0 days 00:00:24.132000,0 days 00:00:26.366000,0 days 00:00:26.321000,0 days 00:44:22.444000,0 days 00:44:48.810000,0 days 00:45:15.131000,231.0,262.0,263.0,299.0,False,SOFT,2.0,True,Kick Sauber,0 days 00:43:58.312000,,1,,,,False,True,7
0 days 00:16:47.686000,OCO,31,0 days 00:01:17.080000,2.0,1.0,,,0 days 00:00:24.576000,0 days 00:00:26.726000,0 days 00:00:25.778000,0 days 00:15:55.182000,0 days 00:16:21.908000,0 days 00:16:47.686000,225.0,262.0,280.0,299.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:15:30.606000,,1,,,,False,True,7
0 days 00:38:03.870000,OCO,31,0 days 00:01:17.240000,5.0,2.0,,,0 days 00:00:24.476000,0 days 00:00:26.905000,0 days 00:00:25.859000,0 days 00:37:11.106000,0 days 00:37:38.011000,0 days 00:38:03.870000,226.0,261.0,282.0,298.0,False,SOFT,5.0,False,Haas F1 Team,0 days 00:36:46.630000,,1,,,,False,True,7
0 days 00:45:43.541000,OCO,31,0 days 00:01:16.613000,8.0,3.0,,,0 days 00:00:24.341000,0 days 00:00:26.540000,0 days 00:00:25.732000,0 days 00:44:51.269000,0 days 00:45:17.809000,0 days 00:45:43.541000,227.0,261.0,284.0,300.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:44:26.928000,,12,,,,False,True,7
0 days 00:16:52.704000,BEA,87,0 days 00:01:16.918000,2.0,1.0,,,0 days 00:00:24.473000,0 days 00:00:26.664000,0 days 00:00:25.781000,0 days 00:16:00.259000,0 days 00:16:26.923000,0 days 00:16:52.704000,226.0,264.0,282.0,300.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:15:35.786000,,1,,,,False,True,7
0 days 00:38:10.947000,BEA,87,0 days 00:01:16.936000,5.0,2.0,,,0 days 00:00:24.497000,0 days 00:00:26.637000,0 days 00:00:25.802000,0 days 00:37:18.508000,0 days 00:37:45.145000,0 days 00:38:10.947000,228.0,262.0,283.0,299.0,False,SOFT,5.0,False,Haas F1 Team,0 days 00:36:54.011000,,1,,,,False,True,7
0 days 00:46:02.376000,BEA,87,0 days 00:01:16.077000,8.0,3.0,,,0 days 00:00:24.154000,0 days 00:00:26.262000,0 days 00:00:25.661000,0 days 00:45:10.453000,0 days 00:45:36.715000,0 days 00:46:02.376000,230.0,264.0,282.0,301.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:44:46.299000,,12,,,,False,True,7
0 days 00:21:31.849000,NOR,4,0 days 00:01:12.860000,2.0,1.0,,,0 days 00:00:19.256000,0 days 00:00:34.544000,0 days 00:00:19.060000,0 days 00:20:38.245000,0 days 00:21:12.789000,0 days 00:21:31.849000,214.0,196.0,271.0,280.0,True,SOFT,2.0,True,McLaren,0 days 00:20:18.989000,,1,,,,False,True,8
0 days 00:24:22.615000,NOR,4,0 days 00:01:11.596000,4.0,1.0,,,0 days 00:00:18.806000,0 days 00:00:33.840000,0 days 00:00:18.950000,0 days 00:23:29.825000,0 days 00:24:03.665000,0 days 00:24:22.615000,217.0,205.0,270.0,280.0,True,SOFT,4.0,True,McLaren,0 days 00:23:11.019000,,1,,,,False,True,8
0 days 00:27:08.255000,NOR,4,0 days 00:01:11.739000,6.0,1.0,,,0 days 00:00:18.803000,0 days 00:00:33.794000,0 days 00:00:19.142000,0 days 00:26:15.319000,0 days 00:26:49.113000,0 days 00:27:08.255000,220.0,199.0,270.0,279.0,False,SOFT,6.0,True,McLaren,0 days 00:25:56.516000,,1,,,,False,True,8
0 days 00:33:25.484000,NOR,4,0 days 00:01:11.285000,10.0,2.0,,,0 days 00:00:18.694000,0 days 00:00:33.817000,0 days 00:00:18.774000,0 days 00:32:32.893000,0 days 00:33:06.710000,0 days 00:33:25.484000,,207.0,271.0,280.0,True,SOFT,10.0,False,McLaren,0 days 00:32:14.199000,,1,,,,False,True,8
0 days 00:47:56.392000,NOR,4,0 days 00:01:10.959000,13.0,3.0,,,0 days 00:00:18.666000,0 days 00:00:33.561000,0 days 00:00:18.732000,0 days 00:47:04.099000,0 days 00:47:37.660000,0 days 00:47:56.392000,219.0,211.0,271.0,279.0,True,SOFT,2.0,True,McLaren,0 days 00:46:45.433000,,1,,,,False,True,8
0 days 01:04:13.886000,NOR,4,0 days 00:01:10.570000,16.0,4.0,,,0 days 00:00:18.459000,0 days 00:00:33.523000,0 days 00:00:18.588000,0 days 01:03:21.775000,0 days 01:03:55.298000,0 days 01:04:13.886000,223.0,209.0,271.0,278.0,True,SOFT,5.0,False,McLaren,0 days 01:03:03.316000,,1,,,,False,True,8
0 days 01:07:00.530000,NOR,4,0 days 00:01:10.709000,18.0,4.0,,,0 days 00:00:18.488000,0 days 00:00:33.477000,0 days 00:00:18.744000,0 days 01:06:08.309000,0 days 01:06:41.786000,0 days 01:07:00.530000,223.0,210.0,271.0,279.0,False,SOFT,7.0,False,McLaren,0 days 01:05:49.821000,,1,,,,False,True,8
0 days 01:21:18.484000,NOR,4,0 days 00:01:10.464000,21.0,5.0,,,0 days 00:00:18.402000,0 days 00:00:33.473000,0 days 00:00:18.589000,0 days 01:20:26.422000,0 days 01:20:59.895000,0 days 01:21:18.484000,223.0,213.0,271.0,279.0,True,SOFT,2.0,True,McLaren,0 days 01:20:08.020000,,1,,,,False,True,8
0 days 01:27:17.912000,NOR,4,0 days 00:01:10.125000,24.0,6.0,,,0 days 00:00:18.222000,0 days 00:00:33.434000,0 days 00:00:18.469000,0 days 01:26:26.009000,0 days 01:26:59.443000,0 days 01:27:17.912000,225.0,214.0,271.0,277.0,True,SOFT,2.0,True,McLaren,0 days 01:26:07.787000,,1,,,,False,True,8
0 days 01:30:05.924000,NOR,4,0 days 00:01:09.954000,26.0,6.0,,,0 days 00:00:18.216000,0 days 00:00:33.254000,0 days 00:00:18.484000,0 days 01:29:14.186000,0 days 01:29:47.440000,0 days 01:30:05.924000,225.0,215.0,271.0,279.0,True,SOFT,4.0,True,McLaren,0 days 01:28:55.970000,,1,,,,False,True,8
0 days 00:19:33.911000,LEC,16,0 days 00:01:13.063000,2.0,1.0,,,0 days 00:00:19.203000,0 days 00:00:34.568000,0 days 00:00:19.292000,0 days 00:18:40.051000,0 days 00:19:14.619000,0 days 00:19:33.911000,213.0,201.0,268.0,281.0,True,SOFT,2.0,True,Ferrari,0 days 00:18:20.848000,,1,,,,False,True,8
0 days 00:22:26.057000,LEC,16,0 days 00:01:12.091000,4.0,1.0,,,0 days 00:00:18.869000,0 days 00:00:34.134000,0 days 00:00:19.088000,0 days 00:21:32.835000,0 days 00:22:06.969000,0 days 00:22:26.057000,219.0,205.0,268.0,281.0,True,SOFT,4.0,True,Ferrari,0 days 00:21:13.966000,,1,,,,False,True,8
0 days 00:25:17.944000,LEC,16,0 days 00:01:11.752000,6.0,1.0,,,0 days 00:00:18.619000,0 days 00:00:34.075000,0 days 00:00:19.058000,0 days 00:24:24.811000,0 days 00:24:58.886000,0 days 00:25:17.944000,221.0,205.0,268.0,282.0,True,SOFT,6.0,True,Ferrari,0 days 00:24:06.192000,,1,,,,False,True,8
0 days 00:29:37.990000,LEC,16,0 days 00:01:11.229000,9.0,1.0,,,0 days 00:00:18.451000,0 days 00:00:33.856000,0 days 00:00:18.922000,0 days 00:28:45.212000,0 days 00:29:19.068000,0 days 00:29:37.990000,223.0,203.0,269.0,282.0,True,SOFT,9.0,True,Ferrari,0 days 00:28:26.761000,,1,,,,False,True,8
0 days 00:47:29.224000,LEC,16,0 days 00:01:11.314000,14.0,2.0,,,0 days 00:00:18.773000,0 days 00:00:33.781000,0 days 00:00:18.760000,0 days 00:46:36.683000,0 days 00:47:10.464000,0 days 00:47:29.224000,220.0,206.0,270.0,282.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:46:17.910000,,1,,,,False,True,8
0 days 01:02:20.556000,LEC,16,0 days 00:01:10.581000,17.0,3.0,,,0 days 00:00:18.446000,0 days 00:00:33.485000,0 days 00:00:18.650000,0 days 01:01:28.421000,0 days 01:02:01.906000,0 days 01:02:20.556000,221.0,209.0,270.0,281.0,True,SOFT,2.0,True,Ferrari,0 days 01:01:09.975000,,1,,,,False,True,8
0 days 01:06:36.472000,LEC,16,0 days 00:01:10.606000,20.0,3.0,,,0 days 00:00:18.499000,0 days 00:00:33.451000,0 days 00:00:18.656000,0 days 01:05:44.365000,0 days 01:06:17.816000,0 days 01:06:36.472000,224.0,209.0,270.0,281.0,False,SOFT,5.0,True,Ferrari,0 days 01:05:25.866000,,1,,,,False,True,8
0 days 01:21:38.518000,LEC,16,0 days 00:01:10.653000,23.0,4.0,,,0 days 00:00:18.331000,0 days 00:00:33.671000,0 days 00:00:18.651000,0 days 01:20:46.196000,0 days 01:21:19.867000,0 days 01:21:38.518000,224.0,211.0,269.0,281.0,True,SOFT,2.0,True,Ferrari,0 days 01:20:27.865000,,1,,,,False,True,8
0 days 01:29:35.947000,LEC,16,0 days 00:01:10.063000,26.0,5.0,,,0 days 00:00:18.290000,0 days 00:00:33.180000,0 days 00:00:18.593000,0 days 01:28:44.174000,0 days 01:29:17.354000,0 days 01:29:35.947000,224.0,215.0,269.0,281.0,True,SOFT,2.0,True,Ferrari,0 days 01:28:25.884000,,1,,,,False,True,8
0 days 00:21:42.163000,PIA,81,0 days 00:01:12.439000,2.0,1.0,,,0 days 00:00:18.978000,0 days 00:00:34.277000,0 days 00:00:19.184000,0 days 00:20:48.702000,0 days 00:21:22.979000,0 days 00:21:42.163000,220.0,201.0,271.0,281.0,True,SOFT,2.0,True,McLaren,0 days 00:20:29.724000,,1,,,,False,True,8
0 days 00:24:43.118000,PIA,81,0 days 00:01:11.791000,4.0,1.0,,,0 days 00:00:18.781000,0 days 00:00:34.099000,0 days 00:00:18.911000,0 days 00:23:50.108000,0 days 00:24:24.207000,0 days 00:24:43.118000,221.0,207.0,270.0,279.0,True,SOFT,4.0,True,McLaren,0 days 00:23:31.327000,,1,,,,False,True,8
0 days 00:27:34.373000,PIA,81,0 days 00:01:11.385000,6.0,1.0,,,0 days 00:00:18.739000,0 days 00:00:33.789000,0 days 00:00:18.857000,0 days 00:26:41.727000,0 days 00:27:15.516000,0 days 00:27:34.373000,222.0,208.0,270.0,280.0,True,SOFT,6.0,True,McLaren,0 days 00:26:22.988000,,1,,,,False,True,8
0 days 00:32:18.638000,PIA,81,0 days 00:01:11.308000,9.0,2.0,,,0 days 00:00:18.651000,0 days 00:00:33.788000,0 days 00:00:18.869000,0 days 00:31:25.981000,0 days 00:31:59.769000,0 days 00:32:18.638000,218.0,209.0,273.0,281.0,True,SOFT,9.0,False,McLaren,0 days 00:31:07.330000,,1,,,,False,True,8
0 days 01:02:54.041000,PIA,81,0 days 00:01:10.961000,15.0,4.0,,,0 days 00:00:18.453000,0 days 00:00:33.858000,0 days 00:00:18.650000,0 days 01:02:01.533000,0 days 01:02:35.391000,0 days 01:02:54.041000,222.0,210.0,273.0,278.0,True,SOFT,5.0,False,McLaren,0 days 01:01:43.080000,,1,,,,False,True,8
0 days 01:07:14.190000,PIA,81,0 days 00:01:11.031000,18.0,4.0,,,0 days 00:00:18.463000,0 days 00:00:33.741000,0 days 00:00:18.827000,0 days 01:06:21.622000,0 days 01:06:55.363000,0 days 01:07:14.190000,,210.0,273.0,280.0,False,SOFT,8.0,False,McLaren,0 days 01:06:03.159000,,1,,,,False,True,8
0 days 01:10:00.786000,PIA,81,0 days 00:01:10.858000,20.0,4.0,,,0 days 00:00:18.411000,0 days 00:00:33.510000,0 days 00:00:18.937000,0 days 01:09:08.339000,0 days 01:09:41.849000,0 days 01:10:00.786000,222.0,212.0,271.0,278.0,True,SOFT,10.0,False,McLaren,0 days 01:08:49.928000,,1,,,,False,True,8
0 days 01:21:07.229000,PIA,81,0 days 00:01:10.531000,23.0,5.0,,,0 days 00:00:18.302000,0 days 00:00:33.639000,0 days 00:00:18.590000,0 days 01:20:15,0 days 01:20:48.639000,0 days 01:21:07.229000,224.0,212.0,271.0,280.0,True,SOFT,2.0,True,McLaren,0 days 01:19:56.698000,,1,,,,False,True,8
0 days 01:27:08.591000,PIA,81,0 days 00:01:10.140000,26.0,6.0,,,0 days 00:00:18.229000,0 days 00:00:33.301000,0 days 00:00:18.610000,0 days 01:26:16.680000,0 days 01:26:49.981000,0 days 01:27:08.591000,223.0,214.0,271.0,277.0,True,SOFT,2.0,True,McLaren,0 days 01:25:58.451000,,1,,,,False,True,8
0 days 01:29:56.807000,PIA,81,0 days 00:01:10.129000,28.0,6.0,,,0 days 00:00:18.170000,0 days 00:00:33.433000,0 days 00:00:18.526000,0 days 01:29:04.848000,0 days 01:29:38.281000,0 days 01:29:56.807000,224.0,215.0,271.0,279.0,True,SOFT,4.0,True,McLaren,0 days 01:28:46.678000,,1,,,,False,True,8
0 days 00:19:42.692000,HAM,44,0 days 00:01:13.687000,2.0,1.0,,,0 days 00:00:19.469000,0 days 00:00:34.842000,0 days 00:00:19.376000,0 days 00:18:48.474000,0 days 00:19:23.316000,0 days 00:19:42.692000,212.0,199.0,270.0,282.0,True,SOFT,2.0,True,Ferrari,0 days 00:18:29.005000,,1,,,,False,True,8
0 days 00:22:30.743000,HAM,44,0 days 00:01:12.336000,4.0,1.0,,,0 days 00:00:18.861000,0 days 00:00:34.191000,0 days 00:00:19.284000,0 days 00:21:37.268000,0 days 00:22:11.459000,0 days 00:22:30.743000,219.0,203.0,270.0,281.0,True,SOFT,4.0,True,Ferrari,0 days 00:21:18.407000,,1,,,,False,True,8
0 days 00:25:23.712000,HAM,44,0 days 00:01:12.035000,6.0,1.0,,,0 days 00:00:18.923000,0 days 00:00:34.036000,0 days 00:00:19.076000,0 days 00:24:30.600000,0 days 00:25:04.636000,0 days 00:25:23.712000,222.0,206.0,268.0,281.0,True,SOFT,6.0,True,Ferrari,0 days 00:24:11.677000,,1,,,,False,True,8
0 days 00:33:04.979000,HAM,44,0 days 00:01:11.575000,11.0,2.0,,,0 days 00:00:18.732000,0 days 00:00:33.707000,0 days 00:00:19.136000,0 days 00:32:12.136000,0 days 00:32:45.843000,0 days 00:33:04.979000,223.0,207.0,266.0,282.0,True,SOFT,2.0,True,Ferrari,0 days 00:31:53.404000,,1,,,,False,True,8
0 days 00:47:40.982000,HAM,44,0 days 00:01:12.123000,14.0,3.0,,,0 days 00:00:18.730000,0 days 00:00:34.360000,0 days 00:00:19.033000,0 days 00:46:47.589000,0 days 00:47:21.949000,0 days 00:47:40.982000,219.0,204.0,270.0,278.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:46:28.859000,,1,,,,False,True,8
0 days 01:02:31.845000,HAM,44,0 days 00:01:10.883000,17.0,4.0,,,0 days 00:00:18.594000,0 days 00:00:33.502000,0 days 00:00:18.787000,0 days 01:01:39.556000,0 days 01:02:13.058000,0 days 01:02:31.845000,223.0,208.0,269.0,280.0,True,SOFT,2.0,True,Ferrari,0 days 01:01:20.962000,,1,,,,False,True,8
0 days 01:05:20.611000,HAM,44,0 days 00:01:10.918000,19.0,4.0,,,0 days 00:00:18.530000,0 days 00:00:33.603000,0 days 00:00:18.785000,0 days 01:04:28.223000,0 days 01:05:01.826000,0 days 01:05:20.611000,223.0,209.0,268.0,279.0,False,SOFT,4.0,True,Ferrari,0 days 01:04:09.693000,,1,,,,False,True,8
0 days 01:08:08.936000,HAM,44,0 days 00:01:11.332000,21.0,4.0,,,0 days 00:00:18.451000,0 days 00:00:33.848000,0 days 00:00:19.033000,0 days 01:07:16.055000,0 days 01:07:49.903000,0 days 01:08:08.936000,224.0,205.0,274.0,282.0,False,SOFT,6.0,True,Ferrari,0 days 01:06:57.604000,,1,,,,False,True,8
0 days 01:21:25.331000,HAM,44,0 days 00:01:10.986000,24.0,5.0,,,0 days 00:00:18.402000,0 days 00:00:33.605000,0 days 00:00:18.979000,0 days 01:20:32.747000,0 days 01:21:06.352000,0 days 01:21:25.331000,222.0,206.0,270.0,282.0,True,SOFT,5.0,False,Ferrari,0 days 01:20:14.345000,,1,,,,False,True,8
0 days 01:29:22.719000,HAM,44,0 days 00:01:10.382000,27.0,6.0,,,0 days 00:00:18.368000,0 days 00:00:33.385000,0 days 00:00:18.629000,0 days 01:28:30.705000,0 days 01:29:04.090000,0 days 01:29:22.719000,222.0,203.0,270.0,281.0,True,SOFT,2.0,True,Ferrari,0 days 01:28:12.337000,,1,,,,False,True,8
0 days 00:23:06.896000,VER,1,0 days 00:01:11.920000,2.0,1.0,,,0 days 00:00:18.850000,0 days 00:00:34.108000,0 days 00:00:18.962000,0 days 00:22:13.826000,0 days 00:22:47.934000,0 days 00:23:06.896000,217.0,203.0,267.0,279.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:21:54.976000,,1,,,,False,True,8
0 days 00:25:58.725000,VER,1,0 days 00:01:11.814000,4.0,1.0,,,0 days 00:00:18.582000,0 days 00:00:34.071000,0 days 00:00:19.161000,0 days 00:25:05.493000,0 days 00:25:39.564000,0 days 00:25:58.725000,222.0,204.0,268.0,280.0,True,SOFT,4.0,True,Red Bull Racing,0 days 00:24:46.911000,,1,,,,False,True,8
0 days 00:32:59.401000,VER,1,0 days 00:01:11.431000,8.0,2.0,,,0 days 00:00:18.562000,0 days 00:00:33.896000,0 days 00:00:18.973000,0 days 00:32:06.532000,0 days 00:32:40.428000,0 days 00:32:59.401000,221.0,206.0,270.0,280.0,True,SOFT,3.0,True,Red Bull Racing,0 days 00:31:47.970000,,1,,,,False,True,8
0 days 00:48:23.140000,VER,1,0 days 00:01:11.124000,11.0,3.0,,,0 days 00:00:18.570000,0 days 00:00:33.879000,0 days 00:00:18.675000,0 days 00:47:30.586000,0 days 00:48:04.465000,0 days 00:48:23.140000,221.0,203.0,268.0,279.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:47:12.016000,,1,,,,False,True,8
0 days 01:07:06.788000,VER,1,0 days 00:01:10.875000,14.0,4.0,,,0 days 00:00:18.467000,0 days 00:00:33.799000,0 days 00:00:18.609000,0 days 01:06:14.380000,0 days 01:06:48.179000,0 days 01:07:06.788000,221.0,207.0,270.0,279.0,True,SOFT,5.0,False,Red Bull Racing,0 days 01:05:55.913000,,1,,,,False,True,8
0 days 01:22:54.285000,VER,1,0 days 00:01:10.669000,17.0,5.0,,,0 days 00:00:18.411000,0 days 00:00:33.601000,0 days 00:00:18.657000,0 days 01:22:02.027000,0 days 01:22:35.628000,0 days 01:22:54.285000,222.0,207.0,267.0,280.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:21:43.616000,,1,,,,False,True,8
0 days 01:29:48.009000,VER,1,0 days 00:01:10.718000,20.0,6.0,,,0 days 00:00:18.268000,0 days 00:00:33.802000,0 days 00:00:18.648000,0 days 01:28:55.559000,0 days 01:29:29.361000,0 days 01:29:48.009000,225.0,209.0,269.0,280.0,False,SOFT,2.0,True,Red Bull Racing,0 days 01:28:37.291000,,1,,,,False,True,8
0 days 00:20:17.399000,HAD,6,0 days 00:01:13.217000,3.0,1.0,,,0 days 00:00:19.054000,0 days 00:00:34.578000,0 days 00:00:19.585000,0 days 00:19:23.236000,0 days 00:19:57.814000,0 days 00:20:17.399000,217.0,198.0,268.0,279.0,True,SOFT,3.0,True,Racing Bulls,0 days 00:19:04.182000,,1,,,,False,True,8
0 days 00:23:16.768000,HAD,6,0 days 00:01:12.625000,5.0,1.0,,,0 days 00:00:18.847000,0 days 00:00:34.403000,0 days 00:00:19.375000,0 days 00:22:22.990000,0 days 00:22:57.393000,0 days 00:23:16.768000,217.0,201.0,269.0,280.0,True,SOFT,5.0,True,Racing Bulls,0 days 00:22:04.143000,,1,,,,False,True,8
0 days 00:28:58.282000,HAD,6,0 days 00:01:11.953000,8.0,2.0,,,0 days 00:00:18.692000,0 days 00:00:34.129000,0 days 00:00:19.132000,0 days 00:28:05.021000,0 days 00:28:39.150000,0 days 00:28:58.282000,220.0,202.0,268.0,280.0,True,SOFT,2.0,True,Racing Bulls,0 days 00:27:46.329000,,1,,,,False,True,8
0 days 00:33:42.094000,HAD,6,0 days 00:01:11.811000,11.0,2.0,,,0 days 00:00:18.715000,0 days 00:00:34.069000,0 days 00:00:19.027000,0 days 00:32:48.998000,0 days 00:33:23.067000,0 days 00:33:42.094000,222.0,204.0,269.0,281.0,True,SOFT,5.0,True,Racing Bulls,0 days 00:32:30.283000,,12,,,,False,True,8
0 days 00:47:48.378000,HAD,6,0 days 00:01:11.666000,14.0,3.0,,,0 days 00:00:18.659000,0 days 00:00:34.021000,0 days 00:00:18.986000,0 days 00:46:55.371000,0 days 00:47:29.392000,0 days 00:47:48.378000,221.0,206.0,267.0,278.0,True,SOFT,2.0,True,Racing Bulls,0 days 00:46:36.712000,,1,,,,False,True,8
0 days 01:02:01.669000,HAD,6,0 days 00:01:11.418000,17.0,4.0,,,0 days 00:00:18.578000,0 days 00:00:33.903000,0 days 00:00:18.937000,0 days 01:01:08.829000,0 days 01:01:42.732000,0 days 01:02:01.669000,221.0,205.0,268.0,278.0,True,SOFT,5.0,False,Racing Bulls,0 days 01:00:50.251000,,1,,,,False,True,8
0 days 01:09:09.513000,HAD,6,0 days 00:01:11.040000,20.0,5.0,,,0 days 00:00:18.434000,0 days 00:00:33.770000,0 days 00:00:18.836000,0 days 01:08:16.907000,0 days 01:08:50.677000,0 days 01:09:09.513000,223.0,205.0,268.0,278.0,True,SOFT,2.0,True,Racing Bulls,0 days 01:07:58.473000,,1,,,,False,True,8
0 days 01:21:48.227000,HAD,6,0 days 00:01:12.074000,23.0,6.0,,,0 days 00:00:18.514000,0 days 00:00:34.471000,0 days 00:00:19.089000,0 days 01:20:54.667000,0 days 01:21:29.138000,0 days 01:21:48.227000,222.0,200.0,268.0,278.0,True,SOFT,8.0,False,Racing Bulls,0 days 01:20:36.153000,,1,,,,False,True,8
0 days 01:29:15.740000,HAD,6,0 days 00:01:10.923000,26.0,7.0,,,0 days 00:00:18.388000,0 days 00:00:33.778000,0 days 00:00:18.757000,0 days 01:28:23.205000,0 days 01:28:56.983000,0 days 01:29:15.740000,224.0,202.0,269.0,279.0,True,SOFT,2.0,True,Racing Bulls,0 days 01:28:04.817000,,1,,,,False,True,8
0 days 00:20:37.057000,ALO,14,0 days 00:01:13.069000,3.0,1.0,,,0 days 00:00:19.138000,0 days 00:00:34.639000,0 days 00:00:19.292000,0 days 00:19:43.126000,0 days 00:20:17.765000,0 days 00:20:37.057000,218.0,197.0,269.0,277.0,True,SOFT,3.0,True,Aston Martin,0 days 00:19:23.988000,,1,,,,False,True,8
0 days 00:23:25.733000,ALO,14,0 days 00:01:12.318000,5.0,1.0,,,0 days 00:00:18.902000,0 days 00:00:34.323000,0 days 00:00:19.093000,0 days 00:22:32.317000,0 days 00:23:06.640000,0 days 00:23:25.733000,217.0,198.0,270.0,280.0,True,SOFT,5.0,True,Aston Martin,0 days 00:22:13.415000,,1,,,,False,True,8
0 days 00:33:22.106000,ALO,14,0 days 00:01:11.674000,11.0,2.0,,,0 days 00:00:18.734000,0 days 00:00:34.044000,0 days 00:00:18.896000,0 days 00:32:29.166000,0 days 00:33:03.210000,0 days 00:33:22.106000,220.0,203.0,270.0,280.0,True,SOFT,4.0,True,Aston Martin,0 days 00:32:10.432000,,1,,,,False,True,8
0 days 00:47:13.311000,ALO,14,0 days 00:01:11.816000,14.0,3.0,,,0 days 00:00:18.715000,0 days 00:00:34.149000,0 days 00:00:18.952000,0 days 00:46:20.210000,0 days 00:46:54.359000,0 days 00:47:13.311000,219.0,201.0,272.0,281.0,True,SOFT,2.0,True,Aston Martin,0 days 00:46:01.495000,,1,,,,False,True,8
0 days 01:04:02.420000,ALO,14,0 days 00:01:11.245000,19.0,4.0,,,0 days 00:00:18.587000,0 days 00:00:33.953000,0 days 00:00:18.705000,0 days 01:03:09.762000,0 days 01:03:43.715000,0 days 01:04:02.420000,220.0,203.0,270.0,278.0,True,MEDIUM,4.0,False,Aston Martin,0 days 01:02:51.175000,,1,,,,False,True,8
0 days 01:06:50.366000,ALO,14,0 days 00:01:11.182000,21.0,4.0,,,0 days 00:00:18.605000,0 days 00:00:33.842000,0 days 00:00:18.735000,0 days 01:05:57.789000,0 days 01:06:31.631000,0 days 01:06:50.366000,223.0,204.0,269.0,279.0,True,MEDIUM,6.0,False,Aston Martin,0 days 01:05:39.184000,,1,,,,False,True,8
0 days 01:22:21.968000,ALO,14,0 days 00:01:11.686000,25.0,5.0,,,0 days 00:00:18.683000,0 days 00:00:34.056000,0 days 00:00:18.947000,0 days 01:21:28.965000,0 days 01:22:03.021000,0 days 01:22:21.968000,220.0,202.0,270.0,277.0,True,SOFT,7.0,False,Aston Martin,0 days 01:21:10.282000,,1,,,,False,True,8
0 days 01:30:15.034000,ALO,14,0 days 00:01:10.924000,29.0,6.0,,,0 days 00:00:18.515000,0 days 00:00:33.737000,0 days 00:00:18.672000,0 days 01:29:22.625000,0 days 01:29:56.362000,0 days 01:30:15.034000,222.0,203.0,270.0,279.0,True,SOFT,3.0,True,Aston Martin,0 days 01:29:04.110000,,1,,,,False,True,8
0 days 00:20:54.348000,OCO,31,0 days 00:01:13.166000,4.0,1.0,,,0 days 00:00:19.213000,0 days 00:00:34.664000,0 days 00:00:19.289000,0 days 00:20:00.395000,0 days 00:20:35.059000,0 days 00:20:54.348000,210.0,200.0,270.0,281.0,True,SOFT,4.0,True,Haas F1 Team,0 days 00:19:41.182000,,1,,,,False,True,8
0 days 00:23:41.801000,OCO,31,0 days 00:01:12.513000,6.0,1.0,,,0 days 00:00:18.961000,0 days 00:00:34.490000,0 days 00:00:19.062000,0 days 00:22:48.249000,0 days 00:23:22.739000,0 days 00:23:41.801000,216.0,207.0,270.0,280.0,True,SOFT,6.0,True,Haas F1 Team,0 days 00:22:29.288000,,1,,,,False,True,8
0 days 00:29:24.900000,OCO,31,0 days 00:01:11.839000,10.0,2.0,,,0 days 00:00:18.816000,0 days 00:00:34.088000,0 days 00:00:18.935000,0 days 00:28:31.877000,0 days 00:29:05.965000,0 days 00:29:24.900000,216.0,206.0,272.0,281.0,True,SOFT,3.0,True,Haas F1 Team,0 days 00:28:13.061000,,1,,,,False,True,8
0 days 00:32:11.746000,OCO,31,0 days 00:01:12.087000,12.0,2.0,,,0 days 00:00:18.783000,0 days 00:00:34.223000,0 days 00:00:19.081000,0 days 00:31:18.442000,0 days 00:31:52.665000,0 days 00:32:11.746000,218.0,207.0,273.0,282.0,False,SOFT,5.0,True,Haas F1 Team,0 days 00:30:59.659000,,1,,,,False,True,8
